Requêtes, Résultats
Requête 3954,http://db.uwaterloo.ca/~galuc/wsdbm/Product2147,
Requête 3955,http://db.uwaterloo.ca/~galuc/wsdbm/Product4135,
Requête 3956,http://db.uwaterloo.ca/~galuc/wsdbm/Product202,
Requête 3957,http://db.uwaterloo.ca/~galuc/wsdbm/Product4175,
Requête 3958,http://db.uwaterloo.ca/~galuc/wsdbm/Product4240,
Requête 3959,http://db.uwaterloo.ca/~galuc/wsdbm/Product2121,
Requête 3960,http://db.uwaterloo.ca/~galuc/wsdbm/Product395,
Requête 3961,http://db.uwaterloo.ca/~galuc/wsdbm/Product1896,
Requête 3962,http://db.uwaterloo.ca/~galuc/wsdbm/Product4845,
Requête 3963,http://db.uwaterloo.ca/~galuc/wsdbm/Product1780,
Requête 3964,http://db.uwaterloo.ca/~galuc/wsdbm/Product1803,
Requête 3965,http://db.uwaterloo.ca/~galuc/wsdbm/Product3405,
Requête 3966,http://db.uwaterloo.ca/~galuc/wsdbm/Product1523,
Requête 3967,http://db.uwaterloo.ca/~galuc/wsdbm/Product3833,
Requête 3968,http://db.uwaterloo.ca/~galuc/wsdbm/Product210,
Requête 3969,http://db.uwaterloo.ca/~galuc/wsdbm/Product54,
Requête 3970,http://db.uwaterloo.ca/~galuc/wsdbm/Product2768,
Requête 3971,http://db.uwaterloo.ca/~galuc/wsdbm/Product1289,
Requête 3972,http://db.uwaterloo.ca/~galuc/wsdbm/Product1804,
Requête 3973,http://db.uwaterloo.ca/~galuc/wsdbm/Product1022,
Requête 3974,http://db.uwaterloo.ca/~galuc/wsdbm/Product2902,
Requête 3975,http://db.uwaterloo.ca/~galuc/wsdbm/Product4775,
Requête 3976,http://db.uwaterloo.ca/~galuc/wsdbm/Product3651,
Requête 3977,http://db.uwaterloo.ca/~galuc/wsdbm/Product31,
Requête 3978,http://db.uwaterloo.ca/~galuc/wsdbm/Product836,
Requête 3979,http://db.uwaterloo.ca/~galuc/wsdbm/Product904,
Requête 3980,http://db.uwaterloo.ca/~galuc/wsdbm/Product2069,
Requête 3981,http://db.uwaterloo.ca/~galuc/wsdbm/Product3514,
Requête 3982,http://db.uwaterloo.ca/~galuc/wsdbm/Product1484,
Requête 3983,http://db.uwaterloo.ca/~galuc/wsdbm/Product3097,
Requête 3984,http://db.uwaterloo.ca/~galuc/wsdbm/Product4000,
Requête 3985,http://db.uwaterloo.ca/~galuc/wsdbm/Product4383,
Requête 3986,http://db.uwaterloo.ca/~galuc/wsdbm/Product3921,
Requête 3987,http://db.uwaterloo.ca/~galuc/wsdbm/Product4950,
Requête 3988,http://db.uwaterloo.ca/~galuc/wsdbm/Product1581,
Requête 3989,http://db.uwaterloo.ca/~galuc/wsdbm/Product2052,
Requête 3990,http://db.uwaterloo.ca/~galuc/wsdbm/Product866,
Requête 3991,http://db.uwaterloo.ca/~galuc/wsdbm/Product2419,
Requête 3992,http://db.uwaterloo.ca/~galuc/wsdbm/Product2466,
Requête 3993,http://db.uwaterloo.ca/~galuc/wsdbm/Product577,
Requête 3994,http://db.uwaterloo.ca/~galuc/wsdbm/Product1918,
Requête 3995,http://db.uwaterloo.ca/~galuc/wsdbm/Product2888,
Requête 3996,http://db.uwaterloo.ca/~galuc/wsdbm/Product3169,
Requête 3997,http://db.uwaterloo.ca/~galuc/wsdbm/Product495,
Requête 3998,http://db.uwaterloo.ca/~galuc/wsdbm/Product1745,
Requête 3999,http://db.uwaterloo.ca/~galuc/wsdbm/Product2321,
Requête 4000,http://db.uwaterloo.ca/~galuc/wsdbm/Product4064,
Requête 4001,http://db.uwaterloo.ca/~galuc/wsdbm/User17909,
Requête 4002,http://db.uwaterloo.ca/~galuc/wsdbm/User17909,
Requête 4003,http://db.uwaterloo.ca/~galuc/wsdbm/User6902,
Requête 4004,http://db.uwaterloo.ca/~galuc/wsdbm/User17909,
Requête 4005,http://db.uwaterloo.ca/~galuc/wsdbm/User14769,
Requête 4006,http://db.uwaterloo.ca/~galuc/wsdbm/User7948,
Requête 4007,http://db.uwaterloo.ca/~galuc/wsdbm/User10194,
Requête 4008,http://db.uwaterloo.ca/~galuc/wsdbm/User3272,
Requête 4009,http://db.uwaterloo.ca/~galuc/wsdbm/User6256,
Requête 4010,http://db.uwaterloo.ca/~galuc/wsdbm/User16881,
Requête 4011,http://db.uwaterloo.ca/~galuc/wsdbm/User5371,
Requête 4012,http://db.uwaterloo.ca/~galuc/wsdbm/User9947,
Requête 4013,http://db.uwaterloo.ca/~galuc/wsdbm/User1372,
Requête 4014,http://db.uwaterloo.ca/~galuc/wsdbm/User19585,
Requête 4015,http://db.uwaterloo.ca/~galuc/wsdbm/User11333,
Requête 4016,http://db.uwaterloo.ca/~galuc/wsdbm/User13070,
Requête 4017,http://db.uwaterloo.ca/~galuc/wsdbm/User3250,
Requête 4018,http://db.uwaterloo.ca/~galuc/wsdbm/User14769,
Requête 4019,http://db.uwaterloo.ca/~galuc/wsdbm/User10727,
Requête 4020,http://db.uwaterloo.ca/~galuc/wsdbm/User15334,
Requête 4021,http://db.uwaterloo.ca/~galuc/wsdbm/User1874,
Requête 4022,http://db.uwaterloo.ca/~galuc/wsdbm/User2097,
Requête 4023,http://db.uwaterloo.ca/~galuc/wsdbm/User19929,
Requête 4024,http://db.uwaterloo.ca/~galuc/wsdbm/User7894,
Requête 4025,http://db.uwaterloo.ca/~galuc/wsdbm/User13556,
Requête 4026,http://db.uwaterloo.ca/~galuc/wsdbm/User13777,
Requête 4027,http://db.uwaterloo.ca/~galuc/wsdbm/User11551,
Requête 4028,http://db.uwaterloo.ca/~galuc/wsdbm/User7100,
Requête 4029,http://db.uwaterloo.ca/~galuc/wsdbm/User10863,
Requête 4030,http://db.uwaterloo.ca/~galuc/wsdbm/User5495,
Requête 4031,http://db.uwaterloo.ca/~galuc/wsdbm/User14706,
Requête 4032,http://db.uwaterloo.ca/~galuc/wsdbm/User1817,
Requête 4033,http://db.uwaterloo.ca/~galuc/wsdbm/User11552,
Requête 4034,http://db.uwaterloo.ca/~galuc/wsdbm/User12250,
Requête 4035,http://db.uwaterloo.ca/~galuc/wsdbm/User8946,http://db.uwaterloo.ca/~galuc/wsdbm/User17145,
Requête 4036,http://db.uwaterloo.ca/~galuc/wsdbm/User12473,
Requête 4037,http://db.uwaterloo.ca/~galuc/wsdbm/User184,
Requête 4038,http://db.uwaterloo.ca/~galuc/wsdbm/User2055,
Requête 4039,http://db.uwaterloo.ca/~galuc/wsdbm/User7955,
Requête 4040,http://db.uwaterloo.ca/~galuc/wsdbm/User19993,
Requête 4041,http://db.uwaterloo.ca/~galuc/wsdbm/User6514,
Requête 4042,http://db.uwaterloo.ca/~galuc/wsdbm/User10416,
Requête 4043,http://db.uwaterloo.ca/~galuc/wsdbm/User1873,
Requête 4044,http://db.uwaterloo.ca/~galuc/wsdbm/User18082,
Requête 4045,http://db.uwaterloo.ca/~galuc/wsdbm/User15634,
Requête 4046,http://db.uwaterloo.ca/~galuc/wsdbm/User15962,
Requête 4047,http://db.uwaterloo.ca/~galuc/wsdbm/User18643,
Requête 4048,http://db.uwaterloo.ca/~galuc/wsdbm/User11601,
Requête 4049,http://db.uwaterloo.ca/~galuc/wsdbm/User13176,
Requête 4050,http://db.uwaterloo.ca/~galuc/wsdbm/User19993,
Requête 4051,http://db.uwaterloo.ca/~galuc/wsdbm/User6276,
Requête 4052,http://db.uwaterloo.ca/~galuc/wsdbm/User1288,
Requête 4053,http://db.uwaterloo.ca/~galuc/wsdbm/User10111,
Requête 4054,http://db.uwaterloo.ca/~galuc/wsdbm/User7714,
Requête 4055,http://db.uwaterloo.ca/~galuc/wsdbm/User1883,
Requête 4056,http://db.uwaterloo.ca/~galuc/wsdbm/User9658,
Requête 4057,http://db.uwaterloo.ca/~galuc/wsdbm/User16831,
Requête 4058,http://db.uwaterloo.ca/~galuc/wsdbm/User1883,
Requête 4059,http://db.uwaterloo.ca/~galuc/wsdbm/User4795,
Requête 4060,http://db.uwaterloo.ca/~galuc/wsdbm/User18923,
Requête 4061,http://db.uwaterloo.ca/~galuc/wsdbm/User16541,http://db.uwaterloo.ca/~galuc/wsdbm/User17556,
Requête 4062,http://db.uwaterloo.ca/~galuc/wsdbm/User8090,
Requête 4063,http://db.uwaterloo.ca/~galuc/wsdbm/User1531,
Requête 4064,http://db.uwaterloo.ca/~galuc/wsdbm/User2234,
Requête 4065,http://db.uwaterloo.ca/~galuc/wsdbm/User1288,
Requête 4066,http://db.uwaterloo.ca/~galuc/wsdbm/User15909,
Requête 4067,http://db.uwaterloo.ca/~galuc/wsdbm/User7978,
Requête 4068,http://db.uwaterloo.ca/~galuc/wsdbm/User6205,
Requête 4069,http://db.uwaterloo.ca/~galuc/wsdbm/User16506,
Requête 4070,http://db.uwaterloo.ca/~galuc/wsdbm/User14645,
Requête 4071,http://db.uwaterloo.ca/~galuc/wsdbm/User6245,
Requête 4072,http://db.uwaterloo.ca/~galuc/wsdbm/User4731,
Requête 4073,http://db.uwaterloo.ca/~galuc/wsdbm/User3339,
Requête 4074,http://db.uwaterloo.ca/~galuc/wsdbm/User4379,
Requête 4075,http://db.uwaterloo.ca/~galuc/wsdbm/User6256,
Requête 4076,http://db.uwaterloo.ca/~galuc/wsdbm/User15495,
Requête 4077,http://db.uwaterloo.ca/~galuc/wsdbm/User2971,
Requête 4078,http://db.uwaterloo.ca/~galuc/wsdbm/User5642,
Requête 4079,http://db.uwaterloo.ca/~galuc/wsdbm/User1893,
Requête 4080,http://db.uwaterloo.ca/~galuc/wsdbm/User5926,
Requête 4081,http://db.uwaterloo.ca/~galuc/wsdbm/User11551,
Requête 4082,http://db.uwaterloo.ca/~galuc/wsdbm/User11498,
Requête 4083,http://db.uwaterloo.ca/~galuc/wsdbm/User12522,
Requête 4084,http://db.uwaterloo.ca/~galuc/wsdbm/User5069,
Requête 4085,http://db.uwaterloo.ca/~galuc/wsdbm/User10947,
Requête 4086,http://db.uwaterloo.ca/~galuc/wsdbm/User2883,
Requête 4087,http://db.uwaterloo.ca/~galuc/wsdbm/User1758,
Requête 4088,http://db.uwaterloo.ca/~galuc/wsdbm/User19740,
Requête 4089,http://db.uwaterloo.ca/~galuc/wsdbm/User12447,
Requête 4090,http://db.uwaterloo.ca/~galuc/wsdbm/User2971,
Requête 4091,http://db.uwaterloo.ca/~galuc/wsdbm/User6205,
Requête 4092,http://db.uwaterloo.ca/~galuc/wsdbm/User18643,
Requête 4093,http://db.uwaterloo.ca/~galuc/wsdbm/User19597,
Requête 4094,http://db.uwaterloo.ca/~galuc/wsdbm/User7506,
Requête 4095,http://db.uwaterloo.ca/~galuc/wsdbm/User13184,
Requête 4096,http://db.uwaterloo.ca/~galuc/wsdbm/User17740,
Requête 4097,http://db.uwaterloo.ca/~galuc/wsdbm/User19329,
Requête 4098,http://db.uwaterloo.ca/~galuc/wsdbm/User17742,
Requête 4099,http://db.uwaterloo.ca/~galuc/wsdbm/User2709,
Requête 4100,http://db.uwaterloo.ca/~galuc/wsdbm/User17469,
Requête 4101,http://db.uwaterloo.ca/~galuc/wsdbm/User14476,
Requête 4102,http://db.uwaterloo.ca/~galuc/wsdbm/User17909,
Requête 4103,http://db.uwaterloo.ca/~galuc/wsdbm/User13176,http://db.uwaterloo.ca/~galuc/wsdbm/User15188,
Requête 4104,http://db.uwaterloo.ca/~galuc/wsdbm/User17287,
Requête 4105,http://db.uwaterloo.ca/~galuc/wsdbm/Offer5980,
Requête 4106,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1241,
Requête 4107,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12908,
Requête 4108,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17332,
Requête 4109,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1101,
Requête 4110,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10981,
Requête 4111,http://db.uwaterloo.ca/~galuc/wsdbm/Offer5498,
Requête 4112,http://db.uwaterloo.ca/~galuc/wsdbm/Offer441,
Requête 4113,http://db.uwaterloo.ca/~galuc/wsdbm/Offer8795,
Requête 4114,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11535,
Requête 4115,http://db.uwaterloo.ca/~galuc/wsdbm/Offer8025,
Requête 4116,http://db.uwaterloo.ca/~galuc/wsdbm/Offer36,
Requête 4117,http://db.uwaterloo.ca/~galuc/wsdbm/Offer849,
Requête 4118,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17748,
Requête 4119,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10824,
Requête 4120,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10959,
Requête 4121,http://db.uwaterloo.ca/~galuc/wsdbm/Offer7157,
Requête 4122,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1321,
Requête 4123,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17068,
Requête 4124,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1913,
Requête 4125,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10193,
Requête 4126,http://db.uwaterloo.ca/~galuc/wsdbm/Offer4383,
Requête 4127,http://db.uwaterloo.ca/~galuc/wsdbm/Offer9119,
Requête 4128,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17636,
Requête 4129,http://db.uwaterloo.ca/~galuc/wsdbm/Offer16111,
Requête 4130,http://db.uwaterloo.ca/~galuc/wsdbm/Offer671,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10134,
Requête 4131,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1446,
Requête 4132,http://db.uwaterloo.ca/~galuc/wsdbm/Offer6783,
Requête 4133,http://db.uwaterloo.ca/~galuc/wsdbm/Offer8640,
Requête 4134,http://db.uwaterloo.ca/~galuc/wsdbm/Offer14990,
Requête 4135,http://db.uwaterloo.ca/~galuc/wsdbm/Offer2810,http://db.uwaterloo.ca/~galuc/wsdbm/Offer4106,
Requête 4136,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11036,
Requête 4137,http://db.uwaterloo.ca/~galuc/wsdbm/Offer8532,
Requête 4138,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11010,
Requête 4139,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10620,
Requête 4140,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10651,
Requête 4141,http://db.uwaterloo.ca/~galuc/wsdbm/Offer3765,
Requête 4142,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1144,
Requête 4143,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1260,
Requête 4144,http://db.uwaterloo.ca/~galuc/wsdbm/Offer5091,
Requête 4145,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12910,
Requête 4146,http://db.uwaterloo.ca/~galuc/wsdbm/Offer15674,
Requête 4147,http://db.uwaterloo.ca/~galuc/wsdbm/Offer15676,
Requête 4148,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1723,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12565,
Requête 4149,http://db.uwaterloo.ca/~galuc/wsdbm/Offer9203,
Requête 4150,http://db.uwaterloo.ca/~galuc/wsdbm/Offer325,
Requête 4151,http://db.uwaterloo.ca/~galuc/wsdbm/Offer5482,
Requête 4152,http://db.uwaterloo.ca/~galuc/wsdbm/Offer2173,
Requête 4153,http://db.uwaterloo.ca/~galuc/wsdbm/Offer7607,
Requête 4154,http://db.uwaterloo.ca/~galuc/wsdbm/Offer15973,
Requête 4155,http://db.uwaterloo.ca/~galuc/wsdbm/Offer5805,
Requête 4156,http://db.uwaterloo.ca/~galuc/wsdbm/Offer6797,
Requête 4157,http://db.uwaterloo.ca/~galuc/wsdbm/Offer78,
Requête 4158,http://db.uwaterloo.ca/~galuc/wsdbm/Offer9401,
Requête 4159,http://db.uwaterloo.ca/~galuc/wsdbm/Offer15666,
Requête 4160,http://db.uwaterloo.ca/~galuc/wsdbm/Offer15516,
Requête 4161,http://db.uwaterloo.ca/~galuc/wsdbm/Offer13879,
Requête 4162,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17346,
Requête 4163,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12567,
Requête 4164,http://db.uwaterloo.ca/~galuc/wsdbm/Offer201,
Requête 4165,http://db.uwaterloo.ca/~galuc/wsdbm/Offer888,
Requête 4166,http://db.uwaterloo.ca/~galuc/wsdbm/Offer7653,
Requête 4167,http://db.uwaterloo.ca/~galuc/wsdbm/Offer14676,
Requête 4168,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11541,
Requête 4169,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17808,
Requête 4170,http://db.uwaterloo.ca/~galuc/wsdbm/Offer9728,
Requête 4171,http://db.uwaterloo.ca/~galuc/wsdbm/Offer16480,
Requête 4172,http://db.uwaterloo.ca/~galuc/wsdbm/Offer4649,
Requête 4173,http://db.uwaterloo.ca/~galuc/wsdbm/Offer2359,
Requête 4174,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10062,
Requête 4175,http://db.uwaterloo.ca/~galuc/wsdbm/Offer6993,
Requête 4176,http://db.uwaterloo.ca/~galuc/wsdbm/Offer4226,
Requête 4177,http://db.uwaterloo.ca/~galuc/wsdbm/Offer4946,
Requête 4178,http://db.uwaterloo.ca/~galuc/wsdbm/Offer4038,
Requête 4179,http://db.uwaterloo.ca/~galuc/wsdbm/Offer15277,
Requête 4180,http://db.uwaterloo.ca/~galuc/wsdbm/Offer8477,
Requête 4181,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10704,
Requête 4182,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12164,
Requête 4183,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11519,
Requête 4184,http://db.uwaterloo.ca/~galuc/wsdbm/Offer13171,
Requête 4185,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11119,
Requête 4186,http://db.uwaterloo.ca/~galuc/wsdbm/Offer9253,
Requête 4187,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17011,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17565,
Requête 4188,http://db.uwaterloo.ca/~galuc/wsdbm/Offer2652,
Requête 4189,http://db.uwaterloo.ca/~galuc/wsdbm/Offer3602,
Requête 4190,http://db.uwaterloo.ca/~galuc/wsdbm/Offer14636,
Requête 4191,http://db.uwaterloo.ca/~galuc/wsdbm/Offer6401,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11009,http://db.uwaterloo.ca/~galuc/wsdbm/Offer15275,
Requête 4192,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12112,
Requête 4193,http://db.uwaterloo.ca/~galuc/wsdbm/Offer3728,
Requête 4194,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11643,
Requête 4195,http://db.uwaterloo.ca/~galuc/wsdbm/Offer6908,
Requête 4196,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1593,
Requête 4197,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10186,
Requête 4198,http://db.uwaterloo.ca/~galuc/wsdbm/Offer2317,
Requête 4199,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12010,
Requête 4200,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11366,
Requête 4201,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11523,
Requête 4202,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11583,
Requête 4203,http://db.uwaterloo.ca/~galuc/wsdbm/Offer3436,
Requête 4204,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12885,
Requête 4205,http://db.uwaterloo.ca/~galuc/wsdbm/Offer16304,
Requête 4206,http://db.uwaterloo.ca/~galuc/wsdbm/Offer6591,
Requête 4207,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10047,
Requête 4208,http://db.uwaterloo.ca/~galuc/wsdbm/Offer8701,
Requête 4209,http://db.uwaterloo.ca/~galuc/wsdbm/Offer4423,
Requête 4210,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10593,
Requête 4211,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17471,
Requête 4212,http://db.uwaterloo.ca/~galuc/wsdbm/Offer14638,
Requête 4213,http://db.uwaterloo.ca/~galuc/wsdbm/Offer13604,
Requête 4214,http://db.uwaterloo.ca/~galuc/wsdbm/Offer812,
Requête 4215,http://db.uwaterloo.ca/~galuc/wsdbm/Offer15359,
Requête 4216,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12080,
Requête 4217,http://db.uwaterloo.ca/~galuc/wsdbm/Offer8655,
Requête 4218,http://db.uwaterloo.ca/~galuc/wsdbm/Offer620,http://db.uwaterloo.ca/~galuc/wsdbm/Offer9810,
Requête 4219,http://db.uwaterloo.ca/~galuc/wsdbm/Offer7581,
Requête 4220,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1176,
Requête 4221,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17115,
Requête 4222,http://db.uwaterloo.ca/~galuc/wsdbm/Offer5563,
Requête 4223,http://db.uwaterloo.ca/~galuc/wsdbm/Offer15715,
Requête 4224,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11355,
Requête 4225,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10541,
Requête 4226,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12148,
Requête 4227,http://db.uwaterloo.ca/~galuc/wsdbm/Offer3434,
Requête 4228,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11489,
Requête 4229,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10582,
Requête 4230,http://db.uwaterloo.ca/~galuc/wsdbm/Offer8349,
Requête 4231,http://db.uwaterloo.ca/~galuc/wsdbm/Offer13128,
Requête 4232,http://db.uwaterloo.ca/~galuc/wsdbm/Offer516,
Requête 4233,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1766,
Requête 4234,http://db.uwaterloo.ca/~galuc/wsdbm/Offer275,
Requête 4235,http://db.uwaterloo.ca/~galuc/wsdbm/Offer5235,
Requête 4236,http://db.uwaterloo.ca/~galuc/wsdbm/Offer6965,http://db.uwaterloo.ca/~galuc/wsdbm/Offer13464,
Requête 4237,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12886,
Requête 4238,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11149,
Requête 4239,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12932,
Requête 4240,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1506,
Requête 4241,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10202,
Requête 4242,http://db.uwaterloo.ca/~galuc/wsdbm/Offer6744,
Requête 4243,http://db.uwaterloo.ca/~galuc/wsdbm/Offer4309,http://db.uwaterloo.ca/~galuc/wsdbm/Offer4890,
Requête 4244,http://db.uwaterloo.ca/~galuc/wsdbm/Offer2288,
Requête 4245,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17116,
Requête 4246,http://db.uwaterloo.ca/~galuc/wsdbm/Offer9487,
Requête 4247,http://db.uwaterloo.ca/~galuc/wsdbm/Offer3932,
Requête 4248,http://db.uwaterloo.ca/~galuc/wsdbm/Offer910,http://db.uwaterloo.ca/~galuc/wsdbm/Offer9303,
Requête 4249,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17302,
Requête 4250,http://db.uwaterloo.ca/~galuc/wsdbm/Offer16588,
Requête 4251,http://db.uwaterloo.ca/~galuc/wsdbm/Offer4211,http://db.uwaterloo.ca/~galuc/wsdbm/Offer5579,
Requête 4252,http://db.uwaterloo.ca/~galuc/wsdbm/Offer13298,
Requête 4253,http://db.uwaterloo.ca/~galuc/wsdbm/Offer4853,
Requête 4254,http://db.uwaterloo.ca/~galuc/wsdbm/Offer3394,http://db.uwaterloo.ca/~galuc/wsdbm/Offer5240,
Requête 4255,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12406,
Requête 4256,http://db.uwaterloo.ca/~galuc/wsdbm/Offer224,
Requête 4257,http://db.uwaterloo.ca/~galuc/wsdbm/Offer11860,
Requête 4258,http://db.uwaterloo.ca/~galuc/wsdbm/Offer16348,
Requête 4259,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17866,
Requête 4260,http://db.uwaterloo.ca/~galuc/wsdbm/Offer14201,
Requête 4261,http://db.uwaterloo.ca/~galuc/wsdbm/Offer13798,
Requête 4262,http://db.uwaterloo.ca/~galuc/wsdbm/Offer4547,
Requête 4263,http://db.uwaterloo.ca/~galuc/wsdbm/Offer7631,
Requête 4264,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10686,
Requête 4265,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1465,
Requête 4266,http://db.uwaterloo.ca/~galuc/wsdbm/Offer5501,
Requête 4267,http://db.uwaterloo.ca/~galuc/wsdbm/Offer15389,
Requête 4268,http://db.uwaterloo.ca/~galuc/wsdbm/Offer2800,
Requête 4269,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1556,
Requête 4270,http://db.uwaterloo.ca/~galuc/wsdbm/Offer15,
Requête 4271,http://db.uwaterloo.ca/~galuc/wsdbm/Offer6438,
Requête 4272,http://db.uwaterloo.ca/~galuc/wsdbm/Offer3828,
Requête 4273,http://db.uwaterloo.ca/~galuc/wsdbm/Offer6214,
Requête 4274,http://db.uwaterloo.ca/~galuc/wsdbm/Offer16308,
Requête 4275,http://db.uwaterloo.ca/~galuc/wsdbm/Offer6092,
Requête 4276,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10060,
Requête 4277,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17414,
Requête 4278,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1069,
Requête 4279,http://db.uwaterloo.ca/~galuc/wsdbm/Offer575,
Requête 4280,http://db.uwaterloo.ca/~galuc/wsdbm/Offer2534,
Requête 4281,http://db.uwaterloo.ca/~galuc/wsdbm/Offer13885,
Requête 4282,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10241,
Requête 4283,http://db.uwaterloo.ca/~galuc/wsdbm/Offer13455,
Requête 4284,http://db.uwaterloo.ca/~galuc/wsdbm/Offer16106,
Requête 4285,http://db.uwaterloo.ca/~galuc/wsdbm/Offer9793,http://db.uwaterloo.ca/~galuc/wsdbm/Offer13704,
Requête 4286,http://db.uwaterloo.ca/~galuc/wsdbm/Offer2935,
Requête 4287,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1289,
Requête 4288,http://db.uwaterloo.ca/~galuc/wsdbm/Offer8810,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17019,
Requête 4289,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12398,
Requête 4290,http://db.uwaterloo.ca/~galuc/wsdbm/Offer5019,
Requête 4291,http://db.uwaterloo.ca/~galuc/wsdbm/Offer9776,
Requête 4292,http://db.uwaterloo.ca/~galuc/wsdbm/Offer17650,
Requête 4293,http://db.uwaterloo.ca/~galuc/wsdbm/Offer8771,
Requête 4294,http://db.uwaterloo.ca/~galuc/wsdbm/Offer5231,
Requête 4295,http://db.uwaterloo.ca/~galuc/wsdbm/Offer9074,
Requête 4296,http://db.uwaterloo.ca/~galuc/wsdbm/Offer1764,http://db.uwaterloo.ca/~galuc/wsdbm/Offer14846,
Requête 4297,http://db.uwaterloo.ca/~galuc/wsdbm/Offer9648,
Requête 4298,http://db.uwaterloo.ca/~galuc/wsdbm/Offer16151,
Requête 4299,http://db.uwaterloo.ca/~galuc/wsdbm/Offer7291,
Requête 4300,http://db.uwaterloo.ca/~galuc/wsdbm/Offer4835,
Requête 4301,http://db.uwaterloo.ca/~galuc/wsdbm/Offer9669,http://db.uwaterloo.ca/~galuc/wsdbm/Offer10478,http://db.uwaterloo.ca/~galuc/wsdbm/Offer12482,http://db.uwaterloo.ca/~galuc/wsdbm/Offer16614,
Requête 4302,http://db.uwaterloo.ca/~galuc/wsdbm/Offer594,
